.threshold,specificity,sensitivity,model
-Inf,0,1,Decision Tree
0,0,1,Decision Tree
0.0625,0.0515463917525774,0.984693877551021,Decision Tree
0.0666666666666667,0.0515463917525774,0.979591836734694,Decision Tree
0.0833333333333333,0.11340206185567,0.964285714285714,Decision Tree
0.0909090909090909,0.175257731958763,0.959183673469388,Decision Tree
0.09375,0.185567010309278,0.954081632653061,Decision Tree
0.0967741935483871,0.195876288659794,0.954081632653061,Decision Tree
0.1,0.216494845360825,0.954081632653061,Decision Tree
0.1,0.247422680412371,0.954081632653061,Decision Tree
0.12,0.257731958762887,0.954081632653061,Decision Tree
0.121212121212121,0.278350515463918,0.948979591836735,Decision Tree
0.125,0.309278350515464,0.948979591836735,Decision Tree
0.136363636363636,0.329896907216495,0.933673469387755,Decision Tree
0.137931034482759,0.350515463917526,0.933673469387755,Decision Tree
0.142857142857143,0.371134020618557,0.913265306122449,Decision Tree
0.142857142857143,0.391752577319588,0.903061224489796,Decision Tree
0.153846153846154,0.443298969072165,0.903061224489796,Decision Tree
0.166666666666667,0.453608247422681,0.897959183673469,Decision Tree
0.2,0.463917525773196,0.88265306122449,Decision Tree
0.214285714285714,0.474226804123711,0.86734693877551,Decision Tree
0.214285714285714,0.484536082474227,0.86734693877551,Decision Tree
0.217391304347826,0.494845360824742,0.86734693877551,Decision Tree
0.238095238095238,0.515463917525773,0.86734693877551,Decision Tree
0.25,0.556701030927835,0.86734693877551,Decision Tree
0.285714285714286,0.608247422680412,0.836734693877551,Decision Tree
0.375,0.608247422680412,0.831632653061224,Decision Tree
0.428571428571429,0.618556701030928,0.831632653061224,Decision Tree
0.555555555555556,0.628865979381443,0.826530612244898,Decision Tree
0.6,0.639175257731959,0.826530612244898,Decision Tree
0.666666666666667,0.670103092783505,0.821428571428571,Decision Tree
0.666666666666667,0.670103092783505,0.816326530612245,Decision Tree
0.7,0.670103092783505,0.811224489795918,Decision Tree
0.714285714285714,0.670103092783505,0.806122448979592,Decision Tree
0.75,0.680412371134021,0.795918367346939,Decision Tree
0.764705882352941,0.690721649484536,0.785714285714286,Decision Tree
0.769230769230769,0.690721649484536,0.775510204081633,Decision Tree
0.777777777777778,0.701030927835052,0.770408163265306,Decision Tree
0.787878787878788,0.711340206185567,0.76530612244898,Decision Tree
0.8,0.752577319587629,0.760204081632653,Decision Tree
0.827586206896552,0.762886597938144,0.75,Decision Tree
0.833333333333333,0.762886597938144,0.729591836734694,Decision Tree
0.846153846153846,0.762886597938144,0.709183673469388,Decision Tree
0.85,0.77319587628866,0.704081632653061,Decision Tree
0.857142857142857,0.77319587628866,0.698979591836735,Decision Tree
0.857142857142857,0.804123711340206,0.683673469387755,Decision Tree
0.882352941176471,0.814432989690722,0.683673469387755,Decision Tree
0.888888888888889,0.835051546391753,0.683673469387755,Decision Tree
0.9,0.845360824742268,0.647959183673469,Decision Tree
0.916666666666667,0.845360824742268,0.637755102040816,Decision Tree
0.92,0.855670103092784,0.637755102040816,Decision Tree
0.92436974789916,0.865979381443299,0.61734693877551,Decision Tree
0.9375,0.88659793814433,0.561224489795918,Decision Tree
0.941176470588235,0.88659793814433,0.525510204081633,Decision Tree
0.942857142857143,0.88659793814433,0.510204081632653,Decision Tree
0.944444444444444,0.896907216494845,0.48469387755102,Decision Tree
0.961538461538461,0.896907216494845,0.479591836734694,Decision Tree
0.96551724137931,0.896907216494845,0.459183673469388,Decision Tree
0.96969696969697,0.907216494845361,0.403061224489796,Decision Tree
0.972972972972973,0.907216494845361,0.387755102040816,Decision Tree
0.973684210526316,0.917525773195876,0.336734693877551,Decision Tree
0.974025974025974,0.917525773195876,0.285714285714286,Decision Tree
0.974683544303798,0.917525773195876,0.239795918367347,Decision Tree
0.975,0.927835051546392,0.204081632653061,Decision Tree
0.975308641975309,0.927835051546392,0.142857142857143,Decision Tree
0.986842105263158,0.938144329896907,0.0969387755102041,Decision Tree
1,0.948453608247423,0.0510204081632653,Decision Tree
Inf,1,0,Decision Tree
