.threshold,specificity,sensitivity,model
-Inf,0,1,Naive Bayes
6.171047044441044e-5,0,1,Naive Bayes
7.50823027995255e-5,0.0033444816053511683,1,Naive Bayes
7.589868491313045e-5,0.006688963210702337,1,Naive Bayes
8.047262751625158e-5,0.010033444816053505,1,Naive Bayes
8.927683529185478e-5,0.010033444816053505,0.9987893462469734,Naive Bayes
9.760546177990304e-5,0.013377926421404673,0.9987893462469734,Naive Bayes
1.0265016889403957e-4,0.01672240802675584,0.9987893462469734,Naive Bayes
1.042738879639209e-4,0.02006688963210701,0.9987893462469734,Naive Bayes
1.0479099287278692e-4,0.02341137123745818,0.9987893462469734,Naive Bayes
1.081333395450405e-4,0.026755852842809347,0.9987893462469734,Naive Bayes
1.311558337397428e-4,0.030100334448160515,0.9987893462469734,Naive Bayes
1.3939497744895978e-4,0.03344481605351168,0.9987893462469734,Naive Bayes
1.7759601616457825e-4,0.03678929765886285,0.9987893462469734,Naive Bayes
1.7850056855024283e-4,0.04013377926421402,0.9987893462469734,Naive Bayes
1.8942483593978774e-4,0.04347826086956519,0.9987893462469734,Naive Bayes
1.9623394483801127e-4,0.04682274247491636,0.9987893462469734,Naive Bayes
1.9626289419531211e-4,0.050167224080267525,0.9987893462469734,Naive Bayes
2.0376556111503772e-4,0.05351170568561869,0.9987893462469734,Naive Bayes
2.073406384308145e-4,0.05685618729096986,0.9987893462469734,Naive Bayes
2.4794499654232424e-4,0.06020066889632103,0.9987893462469734,Naive Bayes
2.665976640997376e-4,0.06020066889632103,0.9975786924939467,Naive Bayes
2.7101909761679247e-4,0.0635451505016722,0.9975786924939467,Naive Bayes
2.712767170214186e-4,0.0635451505016722,0.9963680387409201,Naive Bayes
2.750895181154463e-4,0.06688963210702337,0.9951573849878934,Naive Bayes
2.75669095034621e-4,0.07023411371237454,0.9951573849878934,Naive Bayes
2.7821964393969927e-4,0.0735785953177257,0.9951573849878934,Naive Bayes
2.921096172537444e-4,0.07692307692307687,0.9951573849878934,Naive Bayes
2.953051846859366e-4,0.07692307692307687,0.9939467312348669,Naive Bayes
3.008043426021245e-4,0.08026755852842804,0.9939467312348669,Naive Bayes
3.100945607795332e-4,0.08026755852842804,0.9927360774818402,Naive Bayes
3.1559059220660296e-4,0.08361204013377932,0.9927360774818402,Naive Bayes
3.3682070812475343e-4,0.08695652173913049,0.9927360774818402,Naive Bayes
3.417216351001538e-4,0.09030100334448166,0.9927360774818402,Naive Bayes
3.433528553998759e-4,0.09030100334448166,0.9915254237288136,Naive Bayes
3.459684369203745e-4,0.09364548494983282,0.9915254237288136,Naive Bayes
3.54768782969929e-4,0.09698996655518399,0.9915254237288136,Naive Bayes
3.7037003278079676e-4,0.09698996655518399,0.9903147699757869,Naive Bayes
3.8319390839664175e-4,0.09698996655518399,0.9891041162227603,Naive Bayes
3.9128439319866996e-4,0.10033444816053516,0.9891041162227603,Naive Bayes
4.148531437766669e-4,0.10367892976588633,0.9891041162227603,Naive Bayes
4.1762469879737154e-4,0.10367892976588633,0.9878934624697336,Naive Bayes
4.2078419391108706e-4,0.1070234113712375,0.9878934624697336,Naive Bayes
4.441047744254988e-4,0.11036789297658867,0.9878934624697336,Naive Bayes
4.6298505874176895e-4,0.11371237458193983,0.9878934624697336,Naive Bayes
4.653566699349997e-4,0.117056856187291,0.9878934624697336,Naive Bayes
4.6665674159868743e-4,0.12040133779264217,0.986682808716707,Naive Bayes
4.753762695525489e-4,0.12374581939799334,0.986682808716707,Naive Bayes
4.897351611387536e-4,0.1270903010033445,0.986682808716707,Naive Bayes
4.991622648967704e-4,0.13043478260869568,0.986682808716707,Naive Bayes
5.079045857587127e-4,0.13377926421404684,0.986682808716707,Naive Bayes
5.274076223842868e-4,0.137123745819398,0.986682808716707,Naive Bayes
5.34319207122047e-4,0.14046822742474918,0.986682808716707,Naive Bayes
5.408145637327438e-4,0.14381270903010035,0.986682808716707,Naive Bayes
5.465363556951493e-4,0.14715719063545152,0.986682808716707,Naive Bayes
5.473609088905867e-4,0.1505016722408027,0.986682808716707,Naive Bayes
5.957309139079614e-4,0.1505016722408027,0.9854721549636803,Naive Bayes
6.364708088380701e-4,0.15384615384615385,0.9854721549636803,Naive Bayes
6.515408542119885e-4,0.15719063545150502,0.9854721549636803,Naive Bayes
6.66571965291078e-4,0.15719063545150502,0.9842615012106537,Naive Bayes
6.734482168091561e-4,0.1605351170568562,0.9842615012106537,Naive Bayes
6.739958164522353e-4,0.16387959866220736,0.9842615012106537,Naive Bayes
6.841519887384755e-4,0.16722408026755853,0.9842615012106537,Naive Bayes
7.004291456811104e-4,0.1705685618729097,0.9842615012106537,Naive Bayes
7.288885517664494e-4,0.17391304347826086,0.9842615012106537,Naive Bayes
7.305459949425824e-4,0.17725752508361203,0.9842615012106537,Naive Bayes
7.727113098512515e-4,0.1806020066889632,0.9842615012106537,Naive Bayes
8.008518531958386e-4,0.1806020066889632,0.9830508474576272,Naive Bayes
8.080720568035685e-4,0.18394648829431437,0.9830508474576272,Naive Bayes
8.692425066957507e-4,0.18729096989966554,0.9830508474576272,Naive Bayes
8.716281721610695e-4,0.1906354515050167,0.9830508474576272,Naive Bayes
8.925266561505762e-4,0.19397993311036787,0.9830508474576272,Naive Bayes
9.157512348672163e-4,0.19732441471571904,0.9830508474576272,Naive Bayes
9.473506033730941e-4,0.2006688963210702,0.9830508474576272,Naive Bayes
9.643146723276254e-4,0.2006688963210702,0.9818401937046005,Naive Bayes
9.985328584537862e-4,0.20401337792642138,0.9818401937046005,Naive Bayes
0.0010162785165886408,0.20735785953177255,0.9818401937046005,Naive Bayes
0.0010219517645736007,0.21070234113712372,0.9818401937046005,Naive Bayes
0.001033021688743326,0.21404682274247488,0.9818401937046005,Naive Bayes
0.001138449735074365,0.21404682274247488,0.9806295399515739,Naive Bayes
0.0011519281712614221,0.21739130434782605,0.9806295399515739,Naive Bayes
0.001152399924067431,0.21739130434782605,0.9794188861985472,Naive Bayes
0.0011607997547634869,0.21739130434782605,0.9782082324455206,Naive Bayes
0.0011699049736271997,0.22073578595317722,0.9782082324455206,Naive Bayes
0.001183460237788327,0.22073578595317722,0.9769975786924939,Naive Bayes
0.0012087796159077336,0.22073578595317722,0.9757869249394673,Naive Bayes
0.001217435444316641,0.2240802675585284,0.9757869249394673,Naive Bayes
0.0012297040924245304,0.2240802675585284,0.9745762711864406,Naive Bayes
0.0012352052037721741,0.22742474916387956,0.9745762711864406,Naive Bayes
