.threshold,specificity,sensitivity,model
-Inf,0,1,Random Forest
0.14700133110673844,0,1,Random Forest
0.1470826453720502,0.0033444816053511683,1,Random Forest
0.1472395242662269,0.006688963210702337,1,Random Forest
0.14747311955390324,0.010033444816053505,1,Random Forest
0.14749727117119651,0.013377926421404673,1,Random Forest
0.14842568606641968,0.02006688963210701,1,Random Forest
0.15830992042432396,0.02006688963210701,0.9987893462469734,Random Forest
0.1591444692963418,0.02341137123745818,0.9987893462469734,Random Forest
0.15925294359892522,0.026755852842809347,0.9987893462469734,Random Forest
0.16030499315405447,0.030100334448160515,0.9987893462469734,Random Forest
0.16342926583226247,0.03344481605351168,0.9987893462469734,Random Forest
0.1716801100930072,0.03678929765886285,0.9975786924939467,Random Forest
0.17642109993156813,0.04013377926421402,0.9975786924939467,Random Forest
0.17924560335428327,0.04347826086956519,0.9975786924939467,Random Forest
0.18050839429293075,0.04682274247491636,0.9975786924939467,Random Forest
0.18185486438169932,0.050167224080267525,0.9975786924939467,Random Forest
0.18648557547788375,0.05351170568561869,0.9975786924939467,Random Forest
0.19209997192867856,0.05685618729096986,0.9975786924939467,Random Forest
0.1950572428540281,0.06020066889632103,0.9975786924939467,Random Forest
0.19716303153538622,0.0635451505016722,0.9975786924939467,Random Forest
0.2020558946149967,0.06688963210702337,0.9975786924939467,Random Forest
0.20388331442245314,0.07023411371237454,0.9975786924939467,Random Forest
0.20905315575199188,0.0735785953177257,0.9975786924939467,Random Forest
0.20986812940245061,0.07692307692307687,0.9975786924939467,Random Forest
0.21607479012647463,0.07692307692307687,0.9963680387409201,Random Forest
0.21981637842950752,0.08026755852842804,0.9963680387409201,Random Forest
0.22186989488815195,0.08361204013377932,0.9963680387409201,Random Forest
0.22555848130282038,0.08695652173913049,0.9963680387409201,Random Forest
0.22944186617260395,0.08695652173913049,0.9951573849878934,Random Forest
0.23295975047706977,0.09030100334448166,0.9951573849878934,Random Forest
0.2335790744694561,0.09364548494983282,0.9951573849878934,Random Forest
0.23443835846523445,0.09698996655518399,0.9951573849878934,Random Forest
0.2345806191268037,0.10033444816053516,0.9951573849878934,Random Forest
0.23499959031761516,0.10367892976588633,0.9951573849878934,Random Forest
0.23610763783196814,0.1070234113712375,0.9951573849878934,Random Forest
0.23722209271992195,0.11036789297658867,0.9951573849878934,Random Forest
0.23736659461018178,0.11371237458193983,0.9951573849878934,Random Forest
0.24110456381446577,0.11371237458193983,0.9939467312348669,Random Forest
0.24437445084272286,0.117056856187291,0.9939467312348669,Random Forest
0.24446557038878322,0.117056856187291,0.9927360774818402,Random Forest
0.24773035332457974,0.12040133779264217,0.9927360774818402,Random Forest
0.24933829132307653,0.12374581939799334,0.9927360774818402,Random Forest
0.2520005717345581,0.1270903010033445,0.9927360774818402,Random Forest
0.2535547753044184,0.13043478260869568,0.9927360774818402,Random Forest
0.25513230186506797,0.13377926421404684,0.9927360774818402,Random Forest
0.25604785673905056,0.137123745819398,0.9927360774818402,Random Forest
0.25792432090192347,0.14046822742474918,0.9927360774818402,Random Forest
0.26112870882328504,0.14046822742474918,0.9915254237288136,Random Forest
0.26330135364028434,0.14381270903010035,0.9915254237288136,Random Forest
0.2642997339706061,0.14715719063545152,0.9915254237288136,Random Forest
0.266158956423615,0.14715719063545152,0.9903147699757869,Random Forest
0.26872681847246627,0.1505016722408027,0.9903147699757869,Random Forest
0.26941338941141585,0.15384615384615385,0.9903147699757869,Random Forest
0.26978128110529775,0.15719063545150502,0.9903147699757869,Random Forest
0.2714672655291062,0.1605351170568562,0.9903147699757869,Random Forest
0.2736106307906083,0.16387959866220736,0.9903147699757869,Random Forest
0.27658475650213643,0.16722408026755853,0.9903147699757869,Random Forest
0.2784004794592374,0.1705685618729097,0.9903147699757869,Random Forest
0.2792402636437295,0.17391304347826086,0.9903147699757869,Random Forest
0.28154687782128335,0.17725752508361203,0.9903147699757869,Random Forest
0.28587502470828347,0.1806020066889632,0.9903147699757869,Random Forest
0.28684252668981275,0.18394648829431437,0.9903147699757869,Random Forest
0.28773706093244017,0.18729096989966554,0.9903147699757869,Random Forest
0.2929460309680516,0.1906354515050167,0.9903147699757869,Random Forest
0.29411335491625684,0.19397993311036787,0.9903147699757869,Random Forest
0.2946179783885598,0.19732441471571904,0.9903147699757869,Random Forest
0.30041657492609486,0.2006688963210702,0.9903147699757869,Random Forest
0.3006666196920173,0.20401337792642138,0.9903147699757869,Random Forest
0.3014910568844076,0.20735785953177255,0.9903147699757869,Random Forest
0.30661118774072765,0.20735785953177255,0.9891041162227603,Random Forest
0.3077853427501262,0.21070234113712372,0.9891041162227603,Random Forest
0.30779267744504,0.21404682274247488,0.9891041162227603,Random Forest
0.3089438547434692,0.21739130434782605,0.9891041162227603,Random Forest
0.31224065332443784,0.21739130434782605,0.9878934624697336,Random Forest
0.3150131121868926,0.21739130434782605,0.986682808716707,Random Forest
0.3168625595294513,0.22073578595317722,0.986682808716707,Random Forest
0.3298725932289233,0.2240802675585284,0.986682808716707,Random Forest
0.33085421063430476,0.2240802675585284,0.9854721549636803,Random Forest
0.3308801977663616,0.22742474916387956,0.9854721549636803,Random Forest
0.3325170812317277,0.23076923076923073,0.9854721549636803,Random Forest
0.33328391721631545,0.2341137123745819,0.9854721549636803,Random Forest
0.3352533227840185,0.2341137123745819,0.9842615012106537,Random Forest
0.33632020209210245,0.2341137123745819,0.9830508474576272,Random Forest
0.33681454733897864,0.2341137123745819,0.9818401937046005,Random Forest
0.3376850119896331,0.23745819397993306,0.9818401937046005,Random Forest
0.3446640164595663,0.23745819397993306,0.9806295399515739,Random Forest
0.34790552838923383,0.23745819397993306,0.9794188861985472,Random Forest
0.3515490506059796,0.24080267558528423,0.9794188861985472,Random Forest
0.3544268954752204,0.2441471571906354,0.9794188861985472,Random Forest
0.3545398320677375,0.24749163879598657,0.9794188861985472,Random Forest
0.35585077266197945,0.24749163879598657,0.9782082324455206,Random Forest
0.3572557791645048,0.25083612040133785,0.9782082324455206,Random Forest
0.3596741392783288,0.25083612040133785,0.9769975786924939,Random Forest
0.3628414258018293,0.25083612040133785,0.9757869249394673,Random Forest
0.36655184402683816,0.254180602006689,0.9757869249394673,Random Forest
0.368297712957384,0.2575250836120402,0.9757869249394673,Random Forest
0.3685953313383109,0.2575250836120402,0.9745762711864406,Random Forest
0.36906352233269196,0.2575250836120402,0.9733656174334141,Random Forest
0.3700708557296517,0.2575250836120402,0.9721549636803875,Random Forest
0.3703453793314049,0.2575250836120402,0.9709443099273608,Random Forest
0.3704698398563435,0.26086956521739135,0.9709443099273608,Random Forest
0.3737630809488257,0.2642140468227425,0.9709443099273608,Random Forest
0.3789361550250074,0.2642140468227425,0.9697336561743342,Random Forest
0.37952826418542024,0.2642140468227425,0.9685230024213075,Random Forest
0.3818604154661584,0.2675585284280937,0.9685230024213075,Random Forest
0.382222624887499,0.27090301003344486,0.9685230024213075,Random Forest
0.3831684917686405,0.27090301003344486,0.9673123486682809,Random Forest
0.38369899822235953,0.27090301003344486,0.9661016949152542,Random Forest
0.3845775945386692,0.274247491638796,0.9661016949152542,Random Forest
0.3857872817197554,0.2775919732441472,0.9661016949152542,Random Forest
0.3869641672944677,0.28093645484949836,0.9661016949152542,Random Forest
